date,close
1960-01-01,35.27
1960-02-01,35.27
1960-03-01,35.27
1960-04-01,35.27
1960-05-01,35.27
1960-06-01,35.27
1960-07-01,35.27
1960-08-01,35.27
1960-09-01,35.27
1960-10-01,35.27
1960-11-01,35.27
1960-12-01,35.27
1961-01-01,35.25
1961-02-01,35.25
1961-03-01,35.25
1961-04-01,35.25
1961-05-01,35.25
1961-06-01,35.25
1961-07-01,35.25
1961-08-01,35.25
1961-09-01,35.25
1961-10-01,35.25
1961-11-01,35.25
1961-12-01,35.25
1962-01-01,35.23
1962-02-01,35.23
1962-03-01,35.23
1962-04-01,35.23
1962-05-01,35.23
1962-06-01,35.23
1962-07-01,35.23
1962-08-01,35.23
1962-09-01,35.23
1962-10-01,35.23
1962-11-01,35.23
1962-12-01,35.23
1963-01-01,35.09
1963-02-01,35.09
1963-03-01,35.09
1963-04-01,35.09
1963-05-01,35.09
1963-06-01,35.09
1963-07-01,35.09
1963-08-01,35.09
1963-09-01,35.09
1963-10-01,35.09
1963-11-01,35.09
1963-12-01,35.09
1964-01-01,35.1
1964-02-01,35.1
1964-03-01,35.1
1964-04-01,35.1
1964-05-01,35.1
1964-06-01,35.1
1964-07-01,35.1
1964-08-01,35.1
1964-09-01,35.1
1964-10-01,35.1
1964-11-01,35.1
1964-12-01,35.1
1965-01-01,35.12
1965-02-01,35.12
1965-03-01,35.12
1965-04-01,35.12
1965-05-01,35.12
1965-06-01,35.12
1965-07-01,35.12
1965-08-01,35.12
1965-09-01,35.12
1965-10-01,35.12
1965-11-01,35.12
1965-12-01,35.12
1966-01-01,35.13
1966-02-01,35.13
1966-03-01,35.13
1966-04-01,35.13
1966-05-01,35.13
1966-06-01,35.13
1966-07-01,35.13
1966-08-01,35.13
1966-09-01,35.13
1966-10-01,35.13
1966-11-01,35.13
1966-12-01,35.13
1967-01-01,34.95
1967-02-01,34.95
1967-03-01,34.95
1967-04-01,34.95
1967-05-01,34.95
1967-06-01,34.95
1967-07-01,34.95
1967-08-01,34.95
1967-09-01,34.95
1967-10-01,34.95
1967-11-01,34.95
1967-12-01,34.95
1968-01-01,35.5
1968-02-01,36.0
1968-03-01,37.0
1968-04-01,37.86
1968-05-01,40.7
1968-06-01,41.14
1968-07-01,39.46
1968-08-01,39.19
1968-09-01,40.18
1968-10-01,39.21
1968-11-01,39.78
1968-12-01,41.08
1969-01-01,42.3
1969-02-01,42.6
1969-03-01,43.16
1969-04-01,43.31
1969-05-01,43.46
1969-06-01,41.44
1969-07-01,41.76
1969-08-01,41.09
1969-09-01,40.87
1969-10-01,40.44
1969-11-01,37.4
1969-12-01,35.17
1970-01-01,34.94
1970-02-01,34.99
1970-03-01,35.09
1970-04-01,35.62
1970-05-01,35.95
1970-06-01,35.42
1970-07-01,35.32
1970-08-01,35.38
1970-09-01,36.19
1970-10-01,37.52
1970-11-01,37.44
1970-12-01,37.44
1971-01-01,37.88
1971-02-01,38.74
1971-03-01,38.87
1971-04-01,39.01
1971-05-01,40.52
1971-06-01,40.1
1971-07-01,40.95
1971-08-01,42.71
1971-09-01,42.03
1971-10-01,42.5
1971-11-01,42.86
1971-12-01,43.48
1972-01-01,45.75
1972-02-01,48.26
1972-03-01,48.33
1972-04-01,49.03
1972-05-01,54.62
1972-06-01,62.09
1972-07-01,65.66
1972-08-01,67.03
1972-09-01,65.46
1972-10-01,64.86
1972-11-01,62.91
1972-12-01,63.91
1973-01-01,65.14
1973-02-01,74.2
1973-03-01,84.37
1973-04-01,90.5
1973-05-01,101.96
1973-06-01,120.12
1973-07-01,120.17
1973-08-01,106.76
1973-09-01,102.97
1973-10-01,100.08
1973-11-01,94.92
1973-12-01,106.72
1974-01-01,129.19
1974-02-01,150.13
1974-03-01,168.42
1974-04-01,172.24
1974-05-01,163.27
1974-06-01,154.1
1974-07-01,142.98
1974-08-01,154.64
1974-09-01,151.75
1974-10-01,158.78
1974-11-01,181.66
1974-12-01,183.78
1975-01-01,176.27
1975-02-01,179.6
1975-03-01,178.16
1975-04-01,169.84
1975-05-01,167.39
1975-06-01,164.24
1975-07-01,165.17
1975-08-01,163.0
1975-09-01,144.17
1975-10-01,142.79
1975-11-01,142.42
1975-12-01,139.3
1976-01-01,131.05
1976-02-01,131.06
1976-03-01,132.76
1976-04-01,127.94
1976-05-01,126.92
1976-06-01,125.71
1976-07-01,117.73
1976-08-01,109.93
1976-09-01,114.15
1976-10-01,116.15
1976-11-01,130.46
1976-12-01,133.93
1977-01-01,132.26
1977-02-01,136.24
1977-03-01,148.23
1977-04-01,149.17
1977-05-01,146.61
1977-06-01,140.78
1977-07-01,143.39
1977-08-01,144.94
1977-09-01,149.53
1977-10-01,158.95
1977-11-01,162.1
1977-12-01,160.45
1978-01-01,173.18
1978-02-01,178.14
1978-03-01,183.61
1978-04-01,175.28
1978-05-01,176.31
1978-06-01,183.75
1978-07-01,188.73
1978-08-01,206.3
1978-09-01,212.08
1978-10-01,227.44
1978-11-01,206.2
1978-12-01,207.85
1979-01-01,227.28
1979-02-01,245.67
1979-03-01,242.05
1979-04-01,239.11
1979-05-01,257.59
1979-06-01,279.07
1979-07-01,294.74
1979-08-01,300.82
1979-09-01,354.95
1979-10-01,391.66
1979-11-01,391.99
1979-12-01,455.08
1980-01-01,675.31
1980-02-01,665.32
1980-03-01,553.58
1980-04-01,517.41
1980-05-01,513.8
1980-06-01,600.72
1980-07-01,643.27
1980-08-01,627.15
1980-09-01,673.63
1980-10-01,661.15
1980-11-01,624.77
1980-12-01,538.26
1981-01-01,557.39
1981-02-01,499.76
1981-03-01,499.11
1981-04-01,495.8
1981-05-01,479.7
1981-06-01,461.09
1981-07-01,409.07
1981-08-01,410.16
1981-09-01,443.75
1981-10-01,437.76
1981-11-01,413.37
1981-12-01,410.09
1982-01-01,384.14
1982-02-01,374.13
1982-03-01,330.25
1982-04-01,350.3
1982-05-01,333.71
1982-06-01,314.98
1982-07-01,338.97
1982-08-01,364.23
1982-09-01,437.31
1982-10-01,422.15
1982-11-01,414.89
1982-12-01,444.5
1983-01-01,481.29
1983-02-01,491.09
1983-03-01,419.7
1983-04-01,432.88
1983-05-01,438.01
1983-06-01,412.84
1983-07-01,402.91
1983-08-01,416.2
1983-09-01,411.8
1983-10-01,393.6
1983-11-01,381.7
1983-12-01,388.34
1984-01-01,370.89
1984-02-01,385.96
1984-03-01,394.26
1984-04-01,381.37
1984-05-01,377.4
1984-06-01,377.7
1984-07-01,347.71
1984-08-01,347.7
1984-09-01,340.2
1984-10-01,341.0
1984-11-01,342.0
1984-12-01,319.54
1985-01-01,302.79
1985-02-01,299.1
1985-03-01,313.5
1985-04-01,326.8
1985-05-01,316.0
1985-06-01,316.5
1985-07-01,317.2
1985-08-01,330.4
1985-09-01,323.35
1985-10-01,325.85
1985-11-01,321.5
1985-12-01,321.9
1986-01-01,347.48
1986-02-01,338.89
1986-03-01,345.7
1986-04-01,340.44
1986-05-01,342.4
1986-06-01,342.7
1986-07-01,348.34
1986-08-01,376.66
1986-09-01,417.73
1986-10-01,423.51
1986-11-01,397.56
1986-12-01,390.92
1987-01-01,408.26
1987-02-01,401.12
1987-03-01,408.91
1987-04-01,438.35
1987-05-01,460.23
1987-06-01,449.59
